SAG	Sample	Sample feature	FACS mode	Estimated cell diameter (μm)	WGA-X Cp (h)	Raw read count	Assembly size (bp)	Final contigs count	Max contig length	GC content (%)	Genome completeness (%)	Estimated genome size (Mbp)	SSU contig	SSU classification CREST/SILVA	Screened 16S Crest/SILVA	Lineage	Phylum	PUFA	acyl_amino_acids	arylpolyene	bacteriocin	bacteriocin.nrps	bacteriocin.terpene	ectoine	hserlactone	ladderane	lantipeptide	lantipeptide.nrps	lassopeptide	microcin	nrps	nucleoside	other	otherks	otherks.butyrolactone.nrps	phosphonate	phosphonate.t3pks.terpene	phosphonate.terpene	resorcinol	siderophore	t1pks	t1pks.PUFA	t1pks.PUFA.otherks	t1pks.nrps	t1pks.otherks	t3pks	t3pks.terpene	terpene	transatpks
AG-349-B11	SWC-07	HOT Mixed Layer ~25% narB	Syto9-Prok	<0.5	1.7388	310,432	421,329	44	39,262	28	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-349-K02	SWC-07	HOT Mixed Layer ~25% narB	Syto9-Prok	<0.5	1.8487	236,561	435,908	39	54,990	32	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-349-O09	SWC-07	HOT Mixed Layer ~25% narB	Syto9-Prok	<0.5	1.5219	3,096,674	479,013	34	81,264	32	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-360-I14	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	NA	2.4162	1,963,397	381,789	38	26,086	30	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-360-L05	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	NA	2.1471	2,262,727	290,494	14	78,617	30	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-365-B15	SWC-10	BATS DCM region >30% narB	Syto9-Prok	<0.5	2.1014	2,792,776	264,361	44	26,463	30	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-365-G22	SWC-10	BATS DCM region >30% narB	Syto9-Prok	<0.5	2.0074	3,037,912	464,091	49	29,536	30	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-M03	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	1.6667	2,934,040	397,037	26	48,160	30	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-422-D09	SWC-14	Coastal North Africa	Syto9-Prok	0.54	1.6667	545,468	258,399	33	19,823	31	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-435-M20	SWC-17	SE edge of Sargasso Sea	Syto9-Prok	<0.5	2.2500	2,989,877	354,773	46	21,481	29	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-447-B19	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.8167	3,576,972	669,414	55	54,545	38	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-447-E21	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.6833	3,625,686	759,573	55	58,439	50	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AG-453-N03	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.3000	200,901	328,568	30	40,468	31	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-464-O19	SWC-23	32.5 S Line SW Pacific	Syto9-Prok	<0.5	1.7000	3,023,407	827,397	44	77,750	33	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-470-I17	SWC-24	32.5 S Line SW Pacific	Syto9-Prok	<0.5	2.2000	3,649,167	451,194	72	27,120	31	24	NA		no SSU regions found	NA			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-470-L10	SWC-24	32.5 S Line SW Pacific	Syto9-Prok	<0.5	2.1667	3,562,928	400,432	51	21,919	32	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AG-893-P15	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.34	2.2667	2,964,557	305,706	41	22,723	34	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-895-C23	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.26	1.7500	2,185,383	797,787	85	41,851	29	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-895-M06	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.43	1.9667	2,433,505	599,343	36	87,945	31	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AG-895-N14	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.62	2.2167	3,127,923	505,469	29	58,948	30	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-895-O14	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.22	2.0667	544,072	108,046	17	11,116	36	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-896-O07	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.49	2.4500	4,178,875	397,728	49	34,891	33	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-898-A02	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.39	2.0833	2,408,965	577,451	74	41,334	53	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-899-K09	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.64	2.5500	3,088,648	411,686	38	52,757	31	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-900-D15	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.34	2.2167	2,572,069	411,379	43	51,751	29	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-900-J23	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.31	2.6667	3,143,517	367,096	51	25,441	32	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-901-O14	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.27	3.1000	3,097,636	295,644	28	35,078	29	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-904-E14	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.26	2.4586	3,380,788	405,966	41	33,206	30	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-904-J11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.34	2.1400	3,240,885	319,703	25	80,734	31	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-905-C19	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.37	2.1432	5,988,737	793,990	56	69,285	32	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-905-M09	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.34	2.2111	4,572,777	613,674	45	69,195	41	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-908-D15	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.18	2.2978	4,125,455	338,352	34	35,851	30	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-908-N06	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.54	2.3031	3,656,699	584,242	34	83,107	37	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-909-F11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.37	2.1834	2,910,969	694,175	37	56,201	45	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-910-G19	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.3	2.7138	405,129	294,798	26	30,099	30	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-911-K06	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.47	2.3055	2,956,394	819,931	36	88,539	38	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-912-I20	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.34	1.8302	3,893,068	424,734	11	161,338	42	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-916-K19	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.48	1.6545	2,952,674	467,269	20	179,897	31	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-917-P21	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	1.09	1.5801	3,112,491	1,930,323	158	84,102	54	24	NA		no SSU regions found	NA			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AG-918-L20	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.46	2.1167	499,267	398,738	45	34,109	31	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-919-C19	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.29	2.2500	3,290,253	217,199	12	53,888	31	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-920-A21	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.28	1.8333	3,825,645	364,842	44	37,635	30	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-920-K15	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.37	2.0833	267,233	235,151	45	17,558	29	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-920-P23	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.28	2.0000	602,550	610,245	55	40,342	30	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AH-321-O13	133 Fiji-Hawaii 2007	equatorial	Syto9-Prok	0.21	1.9347	3,001,892	872,422	75	52,887	40	24	NA		no SSUs were classified	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AH-326-G07	137 Fiji-Hawaii 2007	equatorial	Syto9-Prok	0.42	2.1990	2,641,672	435,197	48	62,489	31	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AH-326-I03	137 Fiji-Hawaii 2007	equatorial	Syto9-Prok	0.33	2.2305	2,495,998	343,869	40	34,440	32	24	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-313-D17	SWC-01	Oxygenated surface water	Syto9-Prok	<0.5	1.7238	290,394	349,843	37	24,500	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-313-P08	SWC-01	Oxygenated surface water	Syto9-Prok	<0.5	1.9122	404,725	347,590	32	39,498	29	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-319-E06	SWC-02	Secondary DCM, oxygen deplete	Syto9-Prok	<0.5	1.8244	3,135,927	422,776	57	31,594	38	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-333-B13	SWC-04	DCM, <1% PAR	Syto9-Prok	<0.5	2.0664	2,444,428	342,275	32	44,726	31	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-349-E06	SWC-07	HOT Mixed Layer ~25% narB	Syto9-Prok	<0.5	1.9598	429,447	274,999	28	31,118	29	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-365-J16	SWC-10	BATS DCM region >30% narB	Syto9-Prok	<0.5	1.9738	2,904,435	378,912	31	44,838	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-404-D08	SWC-08	HOT DCM region >30% narB (HLII and LLI)	Syto9-Prok	<0.5	1.8480	187,642	192,329	11	51,716	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-410-K16	SWC-13	North Equatorial Current	Syto9-Prok	<0.5	1.5000	3,316,208	1,227,652	76	63,484	44	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-414-I21	SWC-12	SW edge of Sargosso Sea, N of Puerto Rico	Syto9-Prok	<0.5	1.3667	3,471,638	943,549	45	127,253	37	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-422-M08	SWC-14	Coastal North Africa	Syto9-Prok	<0.5	1.7167	389,989	297,878	25	33,420	31	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-430-B14	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.5667	3,614,018	688,827	86	28,855	35	25	NA		no SSU regions found	NA			0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AG-430-E18	SWC-16	Over Mid-Atlantic Ridge	Syto9-Prok	<0.5	1.4333	3,061,066	465,330	53	56,006	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-435-G09	SWC-17	SE edge of Sargasso Sea	Syto9-Prok	<0.5	1.6167	3,251,669	1,428,460	73	138,134	48	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-435-K08	SWC-17	SE edge of Sargasso Sea	Syto9-Prok	<0.5	2.1667	2,982,937	369,238	36	31,168	33	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-439-D04	SWC-18	TENATSO time-series station	Syto9-Prok	<0.5	1.7667	3,164,564	440,453	30	83,671	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-439-F15	SWC-18	TENATSO time-series station	Syto9-Prok	<0.5	2.1667	3,024,242	466,384	40	52,584	28	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-439-I15	SWC-18	TENATSO time-series station	Syto9-Prok	<0.5	2.4667	237,836	403,415	48	27,923	29	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-447-F06	SWC-19	Off the SW coast of South Africa	Syto9-Prok	<0.5	1.8500	645,744	467,833	31	99,545	32	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-453-B07	SWC-20	Austrialia coast	Syto9-Prok	<0.5	2.1833	2,768,243	205,820	23	21,705	28	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-457-E18	SWC-21	North of New Zealand	Syto9-Prok	<0.5	2.6667	344,261	464,158	47	33,363	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-457-K04	SWC-21	North of New Zealand	Syto9-Prok	<0.5	2.5000	2,719,760	499,245	40	43,713	34	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-461-G16	SWC-22	32.5 S Line SW Pacific	Syto9-Prok	<0.5	2.8333	329,916	293,853	28	37,598	29	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-461-P13	SWC-22	32.5 S Line SW Pacific	Syto9-Prok	<0.5	2.2833	2,973,444	513,049	52	30,848	31	25	NA		no SSU regions found	NA			0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-470-F15	SWC-24	32.5 S Line SW Pacific	Syto9-Prok	<0.5	1.9500	3,263,911	417,579	31	42,857	29	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-891-D08	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.22	2.6667	799,831	465,741	26	89,724	34	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-894-C02	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.19	2.0667	3,253,870	582,752	43	91,151	29	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-896-F02	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.28	2.4500	3,086,647	494,192	35	82,788	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-897-I22	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.29	2.8667	3,221,576	193,401	30	19,652	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-898-A10	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.28	2.3000	3,455,226	549,476	57	45,315	29	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-898-G07	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.7	2.4333	3,005,057	331,056	41	37,474	31	25	NA		no SSU regions found	NA			0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-899-P06	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.36	2.4000	2,583,629	305,560	22	40,947	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-900-B14	SWC-09	BATS Mixed Layer ~20% narB	RSG	0.24	2.4833	2,790,558	382,940	37	30,438	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-901-F08	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.24	2.1500	3,171,775	274,290	15	63,562	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-901-N11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.24	2.1667	3,109,604	370,234	14	74,730	28	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-903-L16	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.25	2.4346	2,918,731	524,543	61	35,972	29	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-903-M10	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.21	2.2568	4,249,465	418,352	37	45,248	33	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-903-P02	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.57	1.9059	2,786,879	305,521	14	174,215	31	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-904-I18	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.3	2.7109	3,658,362	436,022	57	28,134	30	25	NA		no SSU regions found	NA			0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-904-K11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.57	2.3308	3,331,236	358,137	28	67,610	31	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-904-L03	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.25	2.9998	287,244	299,179	30	29,699	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-905-B13	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	2.7364	324,187	280,247	29	33,079	29	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-905-F23	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.26	2.9657	399,088	83,460	12	15,872	29	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-905-K11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.24	3.1767	367,815	308,104	33	40,158	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-907-B20	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.22	1.8949	224,737	290,216	27	69,402	30	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-908-P18	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.29	2.4788	3,312,679	476,734	53	32,821	31	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AG-910-A04	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.23	1.9593	2,648,866	473,338	24	111,384	33	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AG-910-L11	SWC-09	BATS Mixed Layer ~20% narB	Syto9-Prok	0.19	2.9961	427,350	178,072	20	26,420	29	25	NA		no SSU regions found	NA			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
